open,high,low,close,volume,datetime,symbol,SMA_10,SMA_20,SMA_50,%Year,%6Month,%3Month,%1Month,$Volume,adr_percent,atr,str_dev,lower_band,upper_band,lower_channel,upper_channel,sector,industry,%Year_rank,%6Month_rank,%3Month_rank,%1Month_rank,composite_score,sector_rank
382.0,385.0,368.52,377.57,3988348.0,2026-05-22,COHR,377.364,353.809,312.5438,382.52,178.42,48.15,12.34,1503607196.0,7.55,25.43473,30.7732752990566,292.26244940188684,415.3555505981132,315.65690500000005,391.961095,Technology,Electronic Components,4.0,4.0,4.0,8.0,5.0,34.0
12.038,12.235,11.59,11.81,3871017.0,2026-05-22,CMPS,10.781,10.0125,7.8602,179.86,127.12,47.81,23.28,46452204.0,7.72,0.7492449999999999,1.0109707424575822,7.990558515084835,12.034441484915163,8.8886325,11.1363675,Health Care,Biotechnology: Pharmaceutical Preparations,53.0,15.0,27.0,15.0,27.5,197.0
96.45,104.11,95.19,102.39,234451.0,2026-05-22,CMPR,96.102,92.773,82.7614,138.56,55.02,43.0,24.91,23445100.0,5.32,4.81349,5.512223832442399,81.74855233511519,103.7974476648848,85.552765,99.993235,Consumer Discretionary,Publishing,1.0,1.0,1.0,1.0,1.0,1.0
29.93,30.68,29.8077,30.59,473795.0,2026-05-22,CMP,29.608,28.2195,25.7736,54.03,79.73,25.21,20.86,14213850.0,6.52,1.7546499999999998,1.73092149172817,24.75765701654366,31.68134298345634,25.587525,30.851475,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels),8.0,3.0,3.0,2.0,4.0,60.0
11.01,11.2675,10.64,11.0,454796.0,2026-05-22,CLYM,10.758,10.5585,8.8688,780.0,535.84,72.96,20.35,5002756.0,8.57,0.85104,1.050710411303264,8.457079177393473,12.659920822606528,9.28194,11.83506,Health Care,Biotechnology: Pharmaceutical Preparations,7.0,2.0,5.0,23.0,9.25,93.0
15.82,16.655,15.71,15.97,21145807.0,2026-05-22,CLSK,14.488,13.7975,11.6944,75.3,63.29,54.3,25.16,338332912.0,7.6,0.99546,1.3179085304893985,11.161682939021205,16.433317060978794,12.30431,15.29069,Finance,Finance: Consumer Services,18.0,13.0,12.0,13.0,14.0,161.0
3.59,3.695,3.54,3.55,4739402.0,2026-05-22,CLOV,3.502,3.139,2.457,13.42,64.35,76.62,46.09,18957608.0,6.38,0.191315,0.4068220870679432,2.325355825864113,3.9526441741358864,2.8520275,3.4259725,Health Care,Medical Specialities,16.0,4.0,2.0,1.0,5.75,59.0
32.78,34.43,32.75,34.22,899916.0,2026-05-22,CLMT,32.272,32.792,32.29,135.67,87.82,16.99,11.87,30597144.0,4.48,1.43306,1.358151220167521,30.07569755966496,35.508302440335044,30.64241,34.941590000000005,Energy,Integrated oil Companies,1.0,1.0,10.0,8.0,5.0,12.0
43.54,46.48,43.27,43.73,327921.0,2026-05-22,CLFD,43.214,37.998,32.2536,15.93,54.96,33.61,44.95,14756445.0,8.3,3.0046500000000003,6.976375623639036,24.045248752721925,51.95075124727807,33.49102499999999,42.504975,Utilities,Telecommunications Equipment,33.0,17.0,10.0,2.0,15.5,67.0
10.6,11.23,10.6,11.23,16229283.0,2026-05-22,CLF,10.68,10.647,9.5854,89.06,2.28,6.04,15.06,178522113.0,4.61,0.4762399999999999,0.3611837263922057,9.92463254721559,11.369367452784411,9.93264,11.36136,Basic Materials,Metal Mining,18.0,25.0,10.0,1.0,13.5,35.0
21.3,22.35,20.96,21.97,19435984.0,2026-05-22,CIFR,20.633,19.9353,17.4951,555.82,50.89,28.33,20.71,427591648.0,9.39,1.7605149999999998,1.80671807357108,16.32186385285784,23.54873614714216,17.2945275,22.5760725,Finance,Finance: Consumer Services,4.0,16.0,23.0,18.0,15.25,173.0
599.0,599.5,574.03,583.74,1622005.0,2026-05-22,CIEN,568.049,551.0415,489.0722,605.85,230.82,70.34,12.09,952116935.0,6.18,32.676984999999995,34.024340246514484,482.9928195069711,619.090180493029,502.02602250000007,600.0569775,Utilities,Telecommunications Equipment,2.0,3.0,4.0,11.0,5.0,22.0
111.0,114.61,110.21,113.12,692602.0,2026-05-22,CHH,108.64,107.348,107.9004,-13.25,30.04,3.82,-5.0,77571424.0,4.5,4.6689750000000005,5.579107266824729,96.18978546635054,118.50621453364946,100.3445375,114.3514625,Consumer Discretionary,Hotels/Resorts,27.0,8.0,14.0,25.0,18.5,497.0
64.99,66.6,64.51,66.09,2040183.0,2026-05-22,CGNX,64.0225,61.7582,55.8411,117.97,89.59,14.18,21.8,134652078.0,4.34,2.641965,4.505312441703509,52.74757511659298,70.76882488340702,57.7952525,65.7211475,Industrials,Industrial Machinery/Components,31.0,22.0,40.0,17.0,27.5,326.0
9.97,10.19,9.97,10.1,426175.0,2026-05-22,CGNT,9.987,10.076,9.3018,-6.13,26.57,58.06,5.32,4261750.0,4.27,0.4232349999999999,0.5112564502231008,9.0534870995538,11.098512900446202,9.4411475,10.7108525,Technology,Computer Software: Prepackaged Software,44.0,23.0,12.0,66.0,36.25,206.0
39.0,40.53,38.98,39.43,730418.0,2026-05-22,CEVA,37.71,35.009,26.5502,104.3,111.65,95.88,36.58,29216720.0,7.58,2.460695,3.8860965396898495,27.2368069206203,42.781193079379705,31.3179575,38.7000425,Technology,Computer Software: Programming Data Processing,7.0,4.0,4.0,3.0,4.5,29.0
60.36,65.37,59.95,65.05,2037675.0,2026-05-22,CENX,60.398,60.2525,59.5047,303.29,148.38,21.57,7.1,128373525.0,6.02,3.495115,2.434702780952517,55.383094438094965,65.12190556190504,55.0098275,65.4951725,Industrials,Aluminum,1.0,1.0,1.0,2.0,1.25,7.0
142.77,142.815,136.435,138.23,661191.0,2026-05-22,CELC,134.832,132.3955,122.5204,1216.48,47.05,30.66,14.21,92566740.0,6.68,8.523275000000002,8.283964519352711,115.82757096129458,148.9634290387054,119.6105875,145.1804125,Health Care,Medical Specialities,1.0,5.0,8.0,11.0,6.25,64.0
81.87,82.238,80.26,81.71,592476.0,2026-05-22,CECO,81.263,80.235,69.1537,189.44,64.52,36.18,25.93,47990556.0,5.87,4.456445,4.113682560738806,72.00763487852238,88.46236512147762,73.5503325,86.9196675,Industrials,Pollution Control Equipment,1.0,1.0,1.0,1.0,1.0,1.0
21.5,22.03,21.11,21.63,522103.0,2026-05-22,CDNA,20.951,21.0975,19.49,23.18,37.25,12.36,1.88,11486266.0,6.48,1.30015,0.5290495449885707,20.03940091002286,22.15559908997714,19.147275,23.047725,Health Care,Medical Specialities,14.0,6.0,16.0,17.0,13.25,121.0
3.57,3.69,3.54,3.56,1707828.0,2026-05-22,CCCC,3.425,3.1672,2.921,182.54,49.58,48.95,23.61,6831312.0,10.0,0.299525,0.3216629283484209,2.523874143303158,3.8105258566968416,2.7179125,3.6164875,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),15.0,23.0,3.0,6.0,11.75,114.0
13.22,13.89,12.98,13.5,671585.0,2026-05-22,CAL,11.86,12.5125,12.0602,-17.58,40.19,11.39,-0.3,8730605.0,6.67,0.79558,1.0287594726813436,10.454981054637312,14.570018945362689,11.31913,13.70587,Consumer Discretionary,Shoe Manufacturing,5.0,2.0,3.0,6.0,4.0,109.0
3.7,3.8501,3.6,3.65,2243441.0,2026-05-22,CABA,3.517,3.5075,3.2155,95.19,69.77,10.94,23.73,8973764.0,9.37,0.3134349999999999,0.3873102251765637,2.7328795496468725,4.282120450353127,3.0373475,3.9776525,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),31.0,14.0,16.0,4.0,16.25,136.0
65.24,67.67,64.98,65.82,4194564.0,2026-05-22,BWA,64.006,60.895,56.7968,98.55,60.69,11.84,16.93,276841224.0,4.07,2.44141,4.0080727748408576,52.878854450318286,68.91114554968172,57.232885,64.55711500000001,Consumer Discretionary,Auto Parts:O.E.M.,4.0,5.0,5.0,3.0,4.25,121.0
58.86,59.2556,58.09,58.5,1447457.0,2026-05-22,BTSG,57.427,54.551,48.5242,152.16,78.57,45.16,21.47,85399963.0,4.12,2.15559,3.617189807745892,47.31662038450822,61.78537961549178,51.317615,57.784385,Health Care,Medical/Nursing Services,1.0,1.0,6.0,4.0,3.0,26.0
3.37,4.32,3.32,3.78,8624875.0,2026-05-22,BTQ,3.141,3.077,2.8814,,-36.58,50.0,22.33,34499500.0,10.73,0.316065,0.2755874109109912,2.525825178178017,3.628174821821984,2.6029025,3.5510975,,,,,,,,
14.86,15.27,14.36,14.65,7944833.0,2026-05-22,BTDR,13.79,13.169,11.3799,2.45,44.33,74.82,21.48,119172495.0,8.7,1.096275,1.279929685568752,10.609140628862496,15.728859371137505,11.5245875,14.8134125,Finance,Finance: Consumer Services,40.0,18.0,8.0,15.0,20.25,229.0
23.7,25.42,23.68,24.35,3074584.0,2026-05-22,BRZE,21.676,22.147,21.8659,-32.49,-9.81,40.63,4.64,76864600.0,6.54,1.387985,1.5418823082946598,19.06323538341068,25.23076461658932,20.0650225,24.2289775,Technology,Computer Software: Prepackaged Software,82.0,63.0,18.0,70.0,58.25,308.0
45.09,45.9,45.025,45.69,1506457.0,2026-05-22,BRKR,44.087,41.639,38.691,23.59,4.22,14.89,25.01,67790565.0,4.52,1.804925,3.666186746901806,34.306626506196395,48.97137349380361,38.9316125,44.346387500000006,Industrials,Biotechnology: Laboratory Analytical Instruments,7.0,3.0,2.0,1.0,3.25,46.0
7.39,7.73,7.29,7.67,1255129.0,2026-05-22,BLZE,7.346,6.621,4.8828,31.11,77.14,103.99,82.19,10041032.0,7.6,0.499815,1.3465859364372277,3.927828127125545,9.314171872874455,5.871277500000001,7.3707225,Technology,Computer Software: Prepackaged Software,20.0,8.0,9.0,3.0,10.0,70.0
5.4,5.9,5.28,5.54,17278611.0,2026-05-22,BLDP,4.655,4.258,3.3411,290.14,106.72,161.32,68.9,103671666.0,11.98,0.4725449999999999,0.7209394455920157,2.816121108815969,5.699878891184032,3.5491825,4.966817499999999,Energy,Industrial Machinery/Components,10.0,18.0,2.0,2.0,8.0,40.0
46.01,48.66,45.7843,47.87,2047599.0,2026-05-22,BKSY,43.379,39.6785,34.4472,296.6,219.35,142.87,41.5,96237153.0,11.53,4.171405,4.9171485907136905,29.84420281857262,49.51279718142738,33.4213925,45.9356075,Technology,Radio And Television Broadcasting And Communications Equipment,5.0,4.0,3.0,6.0,4.5,29.0
12.43,13.02,11.63,11.88,3406081.0,2026-05-22,BKKT,9.895,9.4045,8.8452,7.41,-19.51,17.62,34.54,40872972.0,11.5,1.03138,1.3417211060114045,6.721057787977191,12.08794221202281,7.857430000000001,10.95157,Finance,Finance: Consumer Services,30.0,64.0,29.0,6.0,32.25,309.0
83.68,85.31,82.45,85.12,328077.0,2026-05-22,BHE,83.897,82.833,69.2536,133.4,101.95,42.84,22.44,27558468.0,4.75,3.743135,4.5232267243642506,73.7865465512715,91.8794534487285,77.2182975,88.44770249999999,Technology,Electrical Products,12.0,10.0,9.0,9.0,10.0,70.0
4.52,4.64,4.34,4.47,3262859.0,2026-05-22,BFLY,4.177,4.443,4.4604,69.96,92.67,51.53,-16.14,13051436.0,8.15,0.3512,0.4360118298733078,3.570976340253384,5.315023659746616,3.9162,4.969799999999999,Health Care,Medical Electronics,1.0,1.0,1.0,3.0,1.5,7.0
320.32,322.8299,301.85,302.49,9523454.0,2026-05-22,BE,287.042,281.5795,215.8062,1444.1,223.93,82.0,30.85,2971317648.0,9.42,25.02348,20.141238522257726,241.2970229554845,321.86197704451547,244.04428,319.11472,Energy,Industrial Machinery/Components,1.0,5.0,9.0,13.0,7.0,31.0
20.84,21.96,20.535,21.68,365780.0,2026-05-22,BCAX,20.736,21.603,21.2323,129.18,33.99,33.5,-4.28,7681380.0,5.49,1.1466949999999998,1.206661771822858,19.189676456354285,24.01632354364572,19.882957500000003,23.3230425,Health Care,Biotechnology: Pharmaceutical Preparations,75.0,60.0,41.0,159.0,83.75,347.0
78.68,81.02,78.08,80.96,645395.0,2026-05-22,BC,77.881,78.6645,76.8032,61.02,36.43,-3.35,2.0,51631600.0,4.13,3.14731,2.1026361273907423,74.45922774521851,82.8697722547815,73.943535,83.38546500000001,Industrials,Industrial Machinery/Components,50.0,49.0,71.0,60.0,57.5,371.0
6.77,8.03,6.7,7.91,57770284.0,2026-05-22,BB,6.469,6.0945,4.7948,93.4,91.53,134.02,55.4,404391988.0,8.01,0.4702099999999999,0.607934163679288,4.878631672641424,7.310368327358576,5.389185,6.799815,Technology,Computer Software: Prepackaged Software,10.0,7.0,4.0,7.0,7.0,50.0
58.57,62.03,58.57,61.39,982828.0,2026-05-22,BAND,55.278,48.49,30.576,316.49,357.45,345.18,154.52,58969680.0,8.42,3.771675,10.150343006908408,28.189313986183187,68.79068601381681,42.8324875,54.147512500000005,Technology,Computer Software: Prepackaged Software,2.0,1.0,1.0,2.0,1.5,4.0
119.6,141.37,116.01,140.83,10207583.0,2026-05-22,AXTI,118.9835,108.6902,80.958,9044.81,1390.26,301.45,84.91,1316778207.0,15.49,15.470454999999998,18.41391868261627,71.86236263476746,145.51803736523254,85.48451750000001,131.8958825,Technology,Semiconductors,1.0,1.0,2.0,10.0,3.5,18.0
235.0,236.84,232.02,235.97,674622.0,2026-05-22,AXSM,230.728,220.6985,191.5508,129.12,64.66,38.85,26.89,157861548.0,4.66,9.691875,14.860686488003822,190.97712702399235,250.41987297600764,206.1606875,235.2363125,Health Care,Biotechnology: Pharmaceutical Preparations,71.0,36.0,39.0,12.0,39.5,241.0
9.03,9.79,9.03,9.62,2347248.0,2026-05-22,AVR,7.923,7.0815,6.234,102.95,184.62,55.16,72.4,21125232.0,7.46,0.5091,1.1500127001586902,4.781474599682619,9.38152540031738,6.31785,7.84515,Health Care,Industrial Specialties,4.0,1.0,2.0,1.0,2.0,13.0
81.03,82.4,78.87,80.86,457983.0,2026-05-22,ATRO,80.501,76.9535,73.3596,155.56,71.57,1.85,10.42,37096623.0,5.88,4.3566,4.559386241012652,67.8347275179747,86.07227248202531,70.4186,83.48840000000001,Industrials,Military/Government/Technical,3.0,8.0,13.0,9.0,8.25,153.0
8.61,9.5,8.52,9.24,1715979.0,2026-05-22,ATOM,8.6105,8.7392,6.4934,40.21,364.32,74.18,7.44,15443811.0,15.11,1.19738,1.0955655533006414,6.548068893398717,10.930331106601283,6.94313,10.53527,Technology,Semiconductors,72.0,5.0,33.0,37.0,36.75,212.0
76.62,84.83,75.755,84.75,1016643.0,2026-05-22,ATKR,75.89,75.702,68.7276,27.16,46.27,28.1,12.37,81331440.0,4.38,3.228785,2.5983002541132185,70.50539949177356,80.89860050822644,70.8588225,80.5451775,Miscellaneous,Industrial Machinery/Components,69.0,52.0,32.0,43.0,49.0,17.0
161.06,164.37,159.11,162.29,1681969.0,2026-05-22,ATI,157.953,157.2355,154.077,103.04,71.19,0.78,5.21,272478978.0,4.68,7.13026,5.394444974135826,146.44661005172836,168.02438994827165,146.54011,167.93089,Industrials,Steel/Iron Ore,4.0,2.0,13.0,10.0,7.25,134.0
60.18,64.0,60.0,63.57,514663.0,2026-05-22,ATEX,58.145,54.4105,45.7467,133.2,216.9,67.2,40.74,31909106.0,5.96,3.149395,4.96947786625097,44.47154426749806,64.34945573250194,49.6864075,59.1345925,Telecommunications,Telecommunications Equipment,11.0,4.0,6.0,3.0,6.0,14.0
4.3,4.505,4.3,4.32,5017510.0,2026-05-22,ATAI,4.1625,4.1412,3.9819,87.01,18.03,-1.14,-6.7,20070040.0,5.83,0.2347299999999999,0.1203708633218365,3.9004582733563273,4.3819417266436735,3.7891050000000006,4.493295000000001,Health Care,Biotechnology: Pharmaceutical Preparations,94.0,100.0,96.0,165.0,113.75,393.0
21.15,22.8,20.6377,22.08,352017.0,2026-05-22,ASYS,20.912,19.5908,16.1099,470.54,212.75,79.95,17.63,7744374.0,8.99,1.69784,2.0822844710608743,15.426231057878253,23.75536894212175,17.044040000000003,22.13756,Technology,Industrial Machinery/Components,6.0,6.0,10.0,19.0,10.25,72.0
98.52,107.59,98.41,105.86,30710495.0,2026-05-22,ASTS,87.728,79.4865,84.3976,327.2,108.8,23.35,38.56,3163180985.0,9.76,7.338134999999999,11.4915173635073,56.50346527298541,102.4695347270146,68.4792975,90.4937025,Consumer Discretionary,Telecommunications Equipment,5.0,10.0,23.0,5.0,10.75,337.0
19.15,19.75,17.9,18.21,7803878.0,2026-05-22,ASST,17.251,16.6173,13.7544,-87.25,-7.36,154.15,15.25,148273682.0,8.06,1.27275,1.13448281168132,14.34833437663736,18.88626562336264,14.708175,18.526425,Technology,Computer Software: Prepackaged Software,140.0,57.0,3.0,42.0,60.5,317.0
5.56,5.9,5.55,5.79,1308176.0,2026-05-22,ASPN,5.41,4.836,3.9924,-9.81,97.61,62.64,65.43,7849056.0,8.74,0.40881,0.7506656695016899,3.3346686609966207,6.33733133900338,4.222785,5.449215000000001,Consumer Discretionary,RETAIL: Building Materials,6.0,1.0,1.0,1.0,2.25,43.0
16.99,17.7,16.955,17.25,1498937.0,2026-05-22,ARX,15.644,14.4145,13.7204,,34.24,82.35,31.38,25481929.0,5.91,0.819125,1.6897787927480337,11.034942414503933,17.794057585496066,13.1858125,15.6431875,Finance,Specialty Insurers,21.0,1.0,1.0,1.0,6.0,58.0
8.17,8.62,8.02,8.48,4608499.0,2026-05-22,ARRY,8.42,8.233,7.6942,23.44,26.95,-20.97,4.56,36867992.0,6.86,0.5486,0.3912073080793755,7.45058538384125,9.015414616158752,7.410100000000001,9.0559,Consumer Discretionary,Miscellaneous manufacturing industries,5.0,3.0,4.0,4.0,4.0,109.0
290.075,315.0,288.21,306.51,13961817.0,2026-05-22,ARM,246.476,228.7615,185.6993,126.14,131.28,139.2,30.54,4216468734.0,7.76,17.253365,33.810036080088686,161.14142783982263,296.38157216017737,202.8814525,254.6415475,Technology,Semiconductors,48.0,41.0,15.0,23.0,31.75,187.0
7.46,7.63,7.38,7.63,1183383.0,2026-05-22,ARKO,7.195,6.912,6.2255,68.43,83.86,25.91,13.54,9467064.0,4.55,0.304285,0.3659536927852465,6.1800926144295065,7.643907385570493,6.4555725,7.3684275,Consumer Staples,Food Chains,1.0,1.0,1.0,2.0,1.25,3.0
4.54,4.81,4.465,4.55,2938284.0,2026-05-22,APPS,4.266,4.027,3.5502,0.0,8.59,11.25,31.5,14691420.0,6.77,0.26448,0.3400789382048606,3.346842123590279,4.707157876409721,3.63028,4.42372,Miscellaneous,Multi-Sector Companies,3.0,2.0,2.0,1.0,2.0,3.0
47.59,48.5,45.4118,45.87,22215231.0,2026-05-22,APLD,43.587,40.7793,33.1549,530.95,114.65,49.61,31.13,1044115857.0,9.84,3.77965,5.195581188046031,30.388137623907937,51.17046237609206,35.109825,46.448775,Finance,Finance: Consumer Services,3.0,3.0,14.0,10.0,7.5,76.0
39.5,42.7,39.14,41.72,933111.0,2026-05-22,AOSL,39.6975,40.6168,32.8377,93.78,129.61,89.21,-6.14,38257551.0,8.57,3.31799,2.8259196337327435,34.96496073253451,46.26863926746549,35.639815,45.593785,Technology,Semiconductors,52.0,43.0,23.0,74.0,48.0,260.0
152.26,154.39,149.0,154.03,10562370.0,2026-05-22,ANET,144.8,151.8615,147.3668,66.0,28.8,19.62,-12.93,1605480240.0,4.8,6.995749999999999,13.089642460236837,125.68221507952634,178.04078492047367,141.367875,162.35512500000002,Telecommunications,Computer Communications Equipment,4.0,6.0,6.0,7.0,5.75,13.0
29.81,32.49,29.65,31.77,648173.0,2026-05-22,AMRC,30.619,30.31,27.8802,125.96,4.1,-4.42,13.79,20093363.0,7.61,2.210995,1.5457071282477612,27.21858574350448,33.40141425649552,26.9935075,33.6264925,Consumer Discretionary,Engineering & Construction,4.0,13.0,11.0,2.0,7.5,235.0
469.84,481.41,461.71,467.51,34758602.0,2026-05-22,AMD,441.69,411.644,308.3128,314.24,126.92,118.63,34.42,16406060144.0,5.78,22.830245,47.60022428076532,316.4435514384694,506.8444485615306,377.3986325,445.8893675,Technology,Semiconductors,18.0,47.0,18.0,20.0,25.75,155.0
9.06,9.39,9.06,9.24,412163.0,2026-05-22,AMCX,8.578,8.505,7.8966,41.72,14.93,25.89,9.09,3709467.0,5.34,0.43676,0.3082121620606384,7.888575675878724,9.121424324121278,7.84986,9.16014,Telecommunications,Cable & Other Pay Television Services,4.0,3.0,2.0,2.0,2.75,3.0
78.0,81.85,75.44,81.67,768428.0,2026-05-22,AMBQ,73.541,56.595,40.0176,,258.83,158.94,130.19,60705812.0,9.72,5.246195,17.813078725593954,20.96884254881209,92.2211574511879,48.7257075,64.4642925,Technology,Semiconductors,81.0,14.0,10.0,4.0,27.25,165.0
84.57,89.4,84.14,87.55,1032698.0,2026-05-22,AMBA,81.589,76.8395,63.8376,40.3,5.08,22.95,30.93,89844726.0,5.29,3.938235,6.318018072815383,64.20346385436923,89.47553614563077,70.9321475,82.7468525,Technology,Semiconductors,70.0,75.0,62.0,27.0,58.5,309.0
300.0,315.81,299.94,306.88,6527347.0,2026-05-22,ALAB,253.971,227.5465,177.2808,218.14,120.32,139.0,44.18,2010422876.0,9.4,19.922665,38.77909614253007,149.98830771493988,305.10469228506014,197.6625025,257.4304975,Technology,Semiconductors,31.0,46.0,16.0,17.0,27.5,167.0
5.35,5.47,5.19,5.33,1029620.0,2026-05-22,AIRS,4.892,4.1065,3.2907,22.53,42.9,208.99,118.44,5148100.0,11.52,0.4207850000000001,0.9378377987915232,2.230824402416953,5.982175597583046,3.4753224999999994,4.7376775,Health Care,Medical/Nursing Services,8.0,6.0,1.0,1.0,4.0,36.0
36.4,36.94,35.48,36.28,1173704.0,2026-05-22,AIP,34.974,32.273,24.4154,375.49,187.25,132.42,35.78,42253344.0,7.5,2.28015,3.334410860927813,25.60417827814437,38.94182172185563,28.852775000000005,35.693225000000005,Technology,Semiconductors,12.0,21.0,14.0,18.0,16.25,114.0
80.21,82.26,79.165,79.84,311610.0,2026-05-22,AGYS,73.745,71.132,69.4806,-24.57,-33.75,10.94,19.59,25240410.0,5.86,4.120605,5.571583541319104,59.9888329173618,82.2751670826382,64.9510925,77.31290750000001,Technology,EDP Services,50.0,75.0,41.0,17.0,45.75,256.0
81.8,87.02,74.55,86.39,336332.0,2026-05-22,AGL,80.524,58.7295,34.19,47.05,561.49,777.06,229.61,27242892.0,15.11,7.936345,24.912924245734025,8.90365150853195,108.55534849146804,46.8249825,70.6340175,Health Care,Misc Health and Biotechnology Services,2.0,1.0,1.0,1.0,1.25,4.0
22.0,25.37,21.94,25.32,3887204.0,2026-05-22,AEVA,20.8915,18.1018,15.9124,46.78,154.98,93.87,56.59,93292896.0,13.12,2.148085,3.20715781495082,11.68748437009836,24.51611562990164,14.879672500000002,21.3239275,Consumer Discretionary,Auto Parts:O.E.M.,9.0,1.0,1.0,2.0,3.25,82.0
92.65,97.145,90.14,95.02,1864741.0,2026-05-22,AEHR,93.0475,92.2462,72.2324,844.53,389.79,142.21,-0.93,175285654.0,12.5,10.707985,7.7805342251639615,76.68513154967208,107.80726845032792,76.1842225,108.3081775,Industrials,Electrical Products,1.0,1.0,1.0,17.0,5.0,83.0
14.2,15.3,14.13,14.59,396456.0,2026-05-22,ADUR,13.961,13.693,12.0467,73.9,37.0,32.4,22.09,5946840.0,8.0,1.042795,0.7840371231812642,12.124925753637472,15.261074246362528,12.1288075,15.2571925,Industrials,Major Chemicals,12.0,23.0,4.0,6.0,11.25,200.0
14.0,14.2664,13.73,13.88,1235006.0,2026-05-22,ADPT,13.402,13.7355,13.831,51.69,-14.95,-13.52,-1.84,17290084.0,5.47,0.728275,0.5545930229027911,12.626313954194416,14.844686045805584,12.6430875,14.8279125,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),43.0,58.0,54.0,38.0,48.25,269.0
21.16,21.75,21.07,21.58,420456.0,2026-05-22,ADNT,21.192,21.3265,20.9674,40.31,21.24,-13.3,-2.53,8829576.0,4.49,0.935675,0.8043125538063594,19.71787489238728,22.93512510761272,19.9229875,22.7300125,Consumer Discretionary,Auto Parts:O.E.M.,10.0,10.0,19.0,15.0,13.5,414.0
5.88,6.13,5.84,5.95,1819423.0,2026-05-22,ACVA,5.878,5.7205,5.0944,-64.41,-10.39,25.26,15.98,10916538.0,6.23,0.3480299999999999,0.418600110644638,4.883299778710724,6.557700221289276,5.198455000000001,6.242545,Real Estate,Real Estate,95.0,64.0,24.0,10.0,48.25,85.0
72.29,76.36,69.76,73.35,1832728.0,2026-05-22,ACMR,67.243,60.879,52.3337,222.99,147.22,8.25,30.75,133789144.0,8.06,4.658975,7.996674242919179,44.88565151416164,76.87234848583836,53.8905375,67.8674625,Technology,Industrial Machinery/Components,16.0,8.0,45.0,11.0,20.0,129.0
153.23,158.98,151.815,156.94,477373.0,2026-05-22,ACLS,154.16,151.3835,124.5374,172.7,111.74,91.93,9.65,73992815.0,5.58,8.208865,11.136084200282871,129.1113315994343,173.65566840056573,139.0702025,163.6967975,Technology,Industrial Machinery/Components,24.0,14.0,8.0,42.0,22.0,138.0
125.0,125.64,120.05,121.99,1178975.0,2026-05-22,ABVX,119.606,119.2065,117.9021,2047.71,-0.74,-4.91,6.49,145013925.0,4.77,5.52504,5.354636235125448,108.49722752974913,129.91577247025091,110.91894,127.49406,Health Care,Biotechnology: Pharmaceutical Preparations,1.0,127.0,143.0,56.0,81.75,343.0
5.14,5.43,5.04,5.2,6466569.0,2026-05-22,ABCL,4.647,4.6315,4.0248,154.9,52.49,61.49,25.3,32332845.0,10.41,0.45574,0.4578585738895911,3.715782852220818,5.547217147779183,3.94789,5.31511,Health Care,Biotechnology: Pharmaceutical Preparations,59.0,44.0,16.0,14.0,33.25,222.0
3.22,3.35,3.15,3.23,5328831.0,2026-05-22,ABAT,3.186,3.2162,3.0968,137.5,-7.98,-11.75,-1.52,15986493.0,8.31,0.255625,0.1649631138993652,2.8862737722012697,3.5461262277987307,2.8327625000000003,3.5996375,Basic Materials,Metal Mining,11.0,28.0,17.0,18.0,18.5,51.0
134.22,137.0899,128.3669,134.6,944171.0,2026-05-22,AAON,134.187,119.8895,100.3948,38.58,50.96,33.33,35.15,125574743.0,6.78,7.923815,21.17856649266446,77.53236701467108,162.24663298532892,108.0037775,131.77522249999998,Industrials,Industrial Machinery/Components,54.0,38.0,20.0,8.0,30.0,331.0
73.59,74.52,71.53,71.58,529376.0,2026-05-22,AAMI,70.608,69.1115,62.934,138.6,66.31,31.65,5.61,38644448.0,4.09,2.74475,2.320381717689889,64.47073656462022,73.75226343537979,64.994375,73.22862500000001,Finance,Investment Managers,4.0,4.0,4.0,9.0,5.25,46.0
